ลำดับที่,รหัสทะเบียนวิจัย,ฉบับที่ (ไทย),ฉบับที่ (อังกฤษ),ชื่องานวิจัย (ไทย),ชื่องานวิจัย (อังกฤษ),ชื่อผู้วิจัย (ไทย),ชื่องานวิจัย (อังกฤษ),หน่วยงาน (ไทย),หน่วยงาน (อังกฤษ),สังกัดหน่วยงาน (ไทย),สังกัดหน่วยงาน (อังกฤษ),ชื่อกรม (ไทย),ชื่อกรม (อังกฤษ),ชื่อกระทรวง (ไทย),ชื่อกระทรวง (อังกฤษ),คำสำคัญ (ไทย),คำสำคัญ (อังกฤษ),เลขที่ตั้งหน่วยงาน (ไทย),เลขที่ตั้งหน่วยงาน (อังกฤษ),ชื่อตำบล (ไทย),ชื่อตำบล (อังกฤษ),ชื่ออำเภอ (ไทย),ชื่ออำเภอ (อังกฤษ),ชื่อจังหวัด (ไทย),ชื่อจังหวัด (อังกฤษ),รหัสไปรษณีย์ (เลขไทย),รหัสไปรษณีย์ (เลขอารบิค),หมายเลขโทรศัพท์ (เลขไทย),หมายเลขโทรศัพท์ (เลขอารบิค),หมายเลขโทรสาร (เลขไทย),หมายเลขโทรสาร (เลขอารบิค),ปี พ.ศ. (เลขไทย),ปี ค.ศ. (เลขอารบิค),ปี พ.ศ. (เลขอารบิค),ไฟล์งานวิจัยฉบับย่อ (ไทย),ไฟล์งานวิจัยฉบับย่อ (อังกฤษ),ไฟล์งานวิจัยฉบับเต็ม (รวม),พาทเก็บไฟล์งานวิจัยฉบับย่อ (ไทย),พาทเก็บไฟล์งานวิจัยฉบับย่อ (อังกฤษ),พาทเก็บไฟล์งานวิจัยฉบับเต็ม (รวม)
364,43-0334-46134,๑๒/๒๕๔๖,12/1/2003,"ผลของวิตามินรวม โคเลสเตอรอล เลซิติน บีเอชที (BHT) ซีโอไลท์ และ สาหร่ายผมนาง (GRACILARIA FISHERI) ต่อการเจริญเติบโต ประสิทธิภาพอาหาร และอัตราการรอดตายของหอยเป๋าฮื้อ (HALIOTIS ASININA LINNAEUS, 1758)","EFFECTS OF VITAMIN MIX, CHOLESTEROL, LECITHIN, BHT, ZEOLITE AND SEAWEED (GRACILARIA FISHERI) ON GROWTH, FEED EFFICIENCY AND SURVIVAL RATE OF DONKEY'S EAR ABALONE (HALIOTIS ASININA LINNAEUS, 1758)",สกนธ์ แสงประดับทวี โรจนสารัมภกิจมะลิ บุณยรัตผลิน,Sakon SangpradubTawee RojanasarampakitMali Boonyaratpalin,ศูนย์วิจัยและพัฒนาประมงชายฝั่งประจวบคีรีขันธ์,Prachuapkhirikhan Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau		,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,อาหารสำเร็จรูป การเจริญเติบโต ประสิทธิภาพอาหาร หอยเป๋าฮื้อ,"Artificial diet, growth, feed efficiency, donkey's ear abalone, Haliotis asinina",,,คลองวาฬ,Klongwan,เมือง,Muang,ประจวบคีรีขันธ์,Prachuapkhirikhan,77000,77000,-,-,-,-,2546,2003,2546,๑๒๒๕๔๖.pdf,122003.pdf,F122546.pdf,www.coastalaqua.com/research/files/th/๑๒๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/122003.pdf,http://www.coastalaqua.com/research/files/full/F122546.pdf
365,43-0334-46136,๑๓/๒๕๔๖,13/2003,"ผลของแหล่งคาร์โบไฮเดรตต่อการเจริญเติบโต ประสิทธิภาพอาหาร และ อัตราการรอดตายของหอยเป๋าฮื้อ (HALIOTIS ASININA LINNAEUS, 1758)","EFFECTS OF CARBOHYDRATE SOURCES ON GROWTH, FEED EFFICIENCY AND SURVIVAL RATE OF DONKEY'S ABALONE (HALIOTIS ASININA LINNAEUS, 1758)",สกนธ์ แสงประดับ<br>ทวี โรจนสารัมภกิจ<br>มะลิ บุณยรัตผลิน,"Sakon Sangpradub, Tawee Rojanasarampakit, Mali Boonyaratpalin",ศูนย์วิจัยและพัฒนาประมงชายฝั่งประจวบคีรีขันธ์,Prachuap Khiri Khan Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,แหล่งคาร์โบไฮเดรต การเจริญเติบโต ประสิทธิภาพอาหาร หอยเป๋าฮื้อ,"Carbohydrate source, growth, feed efficiency, donkey's ear abalone, Haliotis asinina",,,คลองวาฬ,Klongwan,เมือง,Muang,ประจวบคีรีขันธ์,Prachuap Khiri Khan,,77000,-,-,-,-,2546,2003,2546,๑๓๒๕๔๖.pdf,132003.pdf,F132546.pdf,www.coastalaqua.com/research/files/th/๑๓๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/132003.pdf,http://www.coastalaqua.com/research/files/full/F132546.pdf
366,45-1822-45096-006,๑๔/๒๕๔๖,14/2003,อัตราการให้อาหารและสัดส่วนของอาหารสำเร็จรูปในการอนุบาลลูกหอยตลับ (Meretrix meretrix) วัยเกล็ด,FEEDING RATE AND SUBSTITUTION RATE OF ARTIFICIAL DIETS FOR CLAM SPATS Meretrix meretrix,นางสาวมนทกานติ  ท้ามติ้น<br>นางสาวจินตนา  นักระนาด<br>นางสาวสมพิศ  พรรณา<br>นางอารี  ขุนณะ,"Montakan Tamtin, Jintana Nugranad, Sompis Panna, Aree Khunna",ศูนย์วิจัยอาหารสัตว์น้ำชายฝั่งจังหวัดเพชรบุรี,Petchburi Coastal Feed Research Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"หอยตลับ, ลูกหอยวัยเกล็ต, อาหารสำเร็จรูป","M. meretrix, clam spats, artificial diet, micro-particulated diet",,,แหลมผักเบี้ย,,บ้านแหลม,Ban Laem,เพชรบุรี,Petchaburi,76100,76100,-,-,-,-,2546,2003,2546,๑๔๒๕๔๖.pdf,142003.pdf,F142546.pdf,www.coastalaqua.com/research/files/th/๑๔๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/142003.pdf,http://www.coastalaqua.com/research/files/full/F142546.pdf
367,45-1810-45089-004,๑๕/๒๕๔๖,15/2003,ประสิทธิภาพการย่อยโปรตีนจากวัตถุดิบบางชนิดในอาหารกุ้งกุลาดำและกุ้งแชบ๊วย,"Protein digestibility of some feed ingredients in diets for Black tiger shrimp (Penaus monoden, Fabricius) and Banawn (Penaeus merguiensis)",นางสาวจูอะดี  พงศ์มณีรัตน์<br>นายทวี   จินดามัยกุล<br>นางพิชญา  ชัยนาค,"Juadee Pongmaneerat, Pitchaya Chainark, Twee Chinbamaikul",ศูนย์วิจัยและพัฒนาประมงชายฝั่งพังงา,Phangnga Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau			,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"การย่อยโปรตีน, วัตถุดิบ, กุ้งกุลาดำ, กุ้งแชบ๊วย","Protein digestibility, Feed Ingredients, Black tiger shrimp (Penaus monoden, Fabricius),Banawn (Penaeus merguiensis)",,,ท้ายเหมือง,Thaimuang,ท้ายเหมือง,Thaimuang,พังงา,Phangnga,82180,82120,-,-,-,-,2546,2003,2546,๑๕๒๕๔๖.pdf,152003.pdf,F152546.pdf,www.coastalaqua.com/research/files/th/๑๕๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/152003.pdf,http://www.coastalaqua.com/research/files/full/F152546.pdf
368,43-43-3-18-07-12-2-208-037,๑๖/๒๕๔๖,16/2003,พื้นที่  แหล่งกระจายตัวและความชุกชุมของหอยหลอด (Solen sp.1) ในจังหวัดสมุทรสาคร,"Area,Distribution and Abundance of Razor Clam (Solem sp.1) in Samut Sakhon Province",นางสุนันท์ ทวยเจริญ<br>นายมงคล ดารานนท์<br>นายอำนวย คงระเบียบ,"Sunan Tuaycharoen, Mongkol Daranon, Amnoy Kongrabeab",สำนักวิจัยและพัฒนาประมงชายฝั่ง กรมประมง,Coastal Fisheries Research and Development Bureau,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"หอยหลอด, พื้นที่, การกระจายตัว, ความชุกชุม, คุณสมบัติดิน","Razor clam, Area, Distribution, Density, soil quality",,,จตุจักร,jatujuk,บางเขน,Bangken,กรุงเทพฯ,Bangkok,10900,10900,-,-,-,-,2546,2003,2546,๑๖๒๕๔๖.pdf,162003.pdf,F162546.pdf,www.coastalaqua.com/research/files/th/๑๖๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/162003.pdf,http://www.coastalaqua.com/research/files/full/F162546.pdf
369,56-0345-56075,๒/๒๕๕๘,2/1/2015,"การอนุบาลม้าน้ำหนาม Hippocampus spinosissimus Weber, 1913 ด้วยอาหารมีชีวิตต่างๆ","Nursing of Hedgehog Seahorse (Hippocampus spinosissimus Weber, 1913) with Different Live Feeds",นายสามารถ เดชสถิตย์<br>นางสาวอรกัญญา เม่งหยู,"Samart Detsathit, Ornkanya Mengyu",ศูนย์วิจัยและพัฒนาประมงชายฝั่งกระบี่,Krabi Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"ม้าน้าหนาม,อาหารมีชีวิต, โคพีพอด, อาร์ทีเมีย, โรติเฟอร์","Hedgehog seahorse, Hippocampus spinosissimus, live feed, copepod, artemia, rotifer",141,141,ไสไทย,Saithai,เมือง,Muang,กระบี่,Krabi,81000,81000,75662060,75662060,-,-,2558,2015,2558,๒๒๕๕๘.pdf,22015.pdf,F22558.pdf,www.coastalaqua.com/research/files/th/๒๒๕๕๘.pdf,http://www.coastalaqua.com/research/files/en/22015.pdf,http://www.coastalaqua.com/research/files/full/F22558.pdf
370,43-43-3-18-4-12-188-020,๑๘/๒๕๔๖,18/2003,"การเลี้ยงปูทะเล, Scylla paramamosain (Estampador,1949)ในบ่อดินโดยมีที่หลบซ่อน","Rearing on Mud Crab, Scylla parpmamosain (Estampador, 1949) in Earthen Ponds with Shelters",นายวิวรรธน์ สิงห์ทวีศักดิ์,Wiwat Singthaweesak,ศูนย์วิจัยและพัฒนาประมงชายฝั่งจันทบุรี,Chanthaburi Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"การเลี้ยง, ปูทะเล ,ที่หลบซ่อน","Rearing, Mud Crad, Scylla parpmamosain, Shelters",165,165,บางกะจะ,Bangkhacha,เมือง,Muang,จันทบุรี,Chanthaburi,22000,22000,-,-,-,-,2546,2003,2546,๑๘๒๕๔๖.pdf,182003.pdf,F182546.pdf,www.coastalaqua.com/research/files/th/๑๘๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/182003.pdf,http://www.coastalaqua.com/research/files/full/F182546.pdf
371,45-1819-45092-003,๑๙/๒๕๔๖,19/2003,"ผลของความเค็มต่อการเจริญเติบโตและการรอดตายของปูทะเล, Scylla olivacea (Herbst, 1796)","EFFECT OF SALINITY ON GROWTH AND SURVIVAL OF MUD CRAB, Scylla olivacea (Herbst, 1796)",นายวิทยา  หะวานนท์  นายสุภาพ  ไพรพนาพงศ์,"Vitaya Havanont, Supap Praipanapong",สถานีเพาะเลี้ยงสัตว์น้ำชายฝั่งจังหวัดระนอง,Ranong Coastal Aquaculture Station,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,"ปูทะเล, ความเค็ม, การเจริญเติบโต, การรอดตาย","Mud crab, Salinity, Growth, Survival",,,,,เมือง,Muang,ระนอง,Ranong,85000,85000,77840223,-,-,-,2546,2003,2546,๑๙๒๕๔๖.pdf,192003.pdf,F192546.pdf,www.coastalaqua.com/research/files/th/๑๙๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/192003.pdf,http://www.coastalaqua.com/research/files/full/F192546.pdf
372,46-0328-46061,๒๐/๒๕๔๖,20/2003,เปรียบเทียบการอนุบาลลูกกุ้งแชบ๊วย (Penaeus merguiensis de Man) ระยะโพสลาร์วา 2-15 ด้วยอาร์ทีเมีย (Artemia salina Linn.) และไรแดง (Moina macrocopa Straus) แช่แข็ง,COMPARISON ON NURSING OF BANANA SHRIMP (Penaeus merguiensis de Man)  POSTLARVA 2-15 WITH ARTEMIA (Artemia salina Linn.)   AND FROZEN WATER FLEA (Moina macrocopa Straus),นายสุรชาต ฉวีภักดิ์<br>นางวริษฐา หนูปิ่น,"Surachart  Chaweepack, Varittha Nuphin",ศูนย์วิจัยและพัฒนาประมงชายฝั่งจันทบุรี,Chantaburi Coastal Fisheries Research and Development Center,สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,ลูกกุ้งแชบ๊วย ไรแดง อาร์ทีเมีย,"Banana Shrimp (Penaeus merguiensis de Man), Water Flea (Moina macrocopa Straus), Artemia (Artemia salina Linn.)",,,บางกะจะ,Bangkhacha,เมือง,Muang,จันทบุรี,Chanthaburi,22000,22000,-,-,-,-,2546,2003,2546,๒๐๒๕๔๖.pdf,202003.pdf,F202546.pdf,www.coastalaqua.com/research/files/th/๒๐๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/202003.pdf,http://www.coastalaqua.com/research/files/full/F202546.pdf
374,44-44-3-04-03-03-2-032-001,๒๑/๒๕๔๖,21/2003,การอนุบาลลูกปลากะรัง Epinephelus coioides (Hamilton) วัยอ่อนด้วยอาหารสำเร็จรูป,"REARING OF GROUPER, Epinephelus coioides (HAMILTON), LARVAE WITH ARTIFICIAL DIETS",น.ส. เจนจิตต์  คงกำเนิด<br>นายสุนิตติ์ โรจน์พิทยากูล<br>นายอัตรา ไชยมงคล,"Janejit Kongkumnerd, Sunit Rojanapittayakul, Atra Chaimongkol",สถาบันวิจัยการเพาะเลี้ยงสัตว์น้ำชายฝั่ง,"Coastal Aquaculture Research Institute,",สำนักวิจัยและพัฒนาประมงชายฝั่ง,Coastal Fisheries Research and Development Bureau,กรมประมง,Department of Fisheries,กระทรวงเกษตรและสหกรณ์,Ministry of Agriculture and Cooperatives,ปลากะรัง ลูกปลาวัยอ่อน การอนุบาล อาหารสำเร็จรูป,"Grouper, Epinephelus coioides, Artificial diets, Larvae, Rearing",,,เขารูปช้าง,koarupchang,เมือง,Muang,สงขลา,songkhla,90000,90000,74311895,74311895,-,-,2546,2003,2546,๒๑๒๕๔๖.pdf,212003.pdf,F212546.pdf,www.coastalaqua.com/research/files/th/๒๑๒๕๔๖.pdf,http://www.coastalaqua.com/research/files/en/212003.pdf,http://www.coastalaqua.com/research/files/full/F212546.pdf
